# of Holes,Address,Club Type,Course Par,Location,Phone,Total Yards,Website,url
18,"https://www.google.com/maps/place/PO Box 865 Terrace,BC V8G 4R1",Public,Par 73,"Terrace, BC",(250) 635-2542,6487,https://www.svgc.ca,https://www.golfcanada.ca/golf-facility/skeena-valley-golf-country-club-en/
18,"https://www.google.com/maps/place/26 B Clover Valley Rd Manitowaning,ON P0P 1N0",Public,Par 71,"Manitowaning, ON",7058592990,6330,https://rainbowridgegolfcourse.com,https://www.golfcanada.ca/golf-facility/rainbow-ridge-golf-course-en/
9,"https://www.google.com/maps/place/61 Renous Rd Plaster Rock,NB E7G 2N1",Public,Par 70,"Plaster Rock, NB",(506) 356-2402,5982,,https://www.golfcanada.ca/golf-facility/plaster-rock-golf-club-en/
18,"https://www.google.com/maps/place/86 Golf Course Rd Petitcodiac,NB E4Z 6H4",Public,Par 71,"Petitcodiac, NB",(506) 756-8129,5960,https://www.petitcodiacvalleygolf.ca,https://www.golfcanada.ca/golf-facility/petitcodiac-valley-golf-country-club-en/
36,"https://www.google.com/maps/place/7110 Mill Street, 4th Line Tottenham,ON L0G 1W0",Public,,"Tottenham, ON",(905) 936-4343,,,https://www.golfcanada.ca/golf-facility/woodington-lake-golf-club-inc-en/
9,"https://www.google.com/maps/place/Box 1012 Stettler,AB T0C 2L0",Public,Par 70,"Stettler, AB",(403) 742-2001,6068,,https://www.golfcanada.ca/golf-facility/stettler-golf-country-club-en/
18,"https://www.google.com/maps/place/675 River Oaks Road Ritchot,MB R5A 1E3",Public,Par 72,"Ritchot, MB",(204) 261-4653,5837,https://www.riveroaksgolf.ca,https://www.golfcanada.ca/golf-facility/river-oaks-golf-club-en/
18,"https://www.google.com/maps/place/3551 Granville Ave. Richmond,BC V7C 1C8",Private,Par 73,"Richmond, BC",(604) 277-1101,6732,https://www.qgolfclub.ca,https://www.golfcanada.ca/golf-facility/quilchena-golf-country-club-en/
18,"https://www.google.com/maps/place/P.O. Box 491 Route 80 Whiteway,NL A0B 2A0",Public,Par 72,"Whiteway, NL",709-588-4653,6892,https://www.pitcherspondgolf.com,https://www.golfcanada.ca/golf-facility/pitchers-pond-golf-course-en/
18,"https://www.google.com/maps/place/Building Q 103, CFB Petawawa Petawawa,ON K8H 2X3",Public,Par 71,"Petawawa, ON",(613) 687-5331,6460,https://www.twinriversgolf.ca,https://www.golfcanada.ca/golf-facility/petawawa-golf-club-en/
18,"https://www.google.com/maps/place/PO Bag # 2 Bragg Creek,AB T0L 0K0",Semi-private,Par 72,"Bragg Creek, AB",(403) 949-3333,6713,https://www.wintergreengolf.com,https://www.golfcanada.ca/golf-facility/wintergreen-golf-country-club-en/
18,"https://www.google.com/maps/place/PO Box 1860 Revelstoke,BC V0E 2S0",Public,Par 72,"Revelstoke, BC",(250) 837-4276,6537,https://www.revelstokegolfclub.com,https://www.golfcanada.ca/golf-facility/revelstoke-golf-club-en/
36,"https://www.google.com/maps/place/1 Priddis Greens Drive Priddis Greens,AB T0L 1W3",Private,,"Priddis Greens, AB",403-931-3316,,https://www.priddisgreens.com,https://www.golfcanada.ca/golf-facility/priddis-greens-golf-country-club-en/
18,"https://www.google.com/maps/place/185 Canyon Blvd. W 185 Canyon Blvd. W Lethbridge,AB T1K 6V1",Public,Par 71,"Lethbridge, AB",4033817500,6842,,https://www.golfcanada.ca/golf-facility/paradise-canyon-golf-resort-en/
18,"https://www.google.com/maps/place/3430 7th Concession Road Pickering,ON L1Y 1C6",Public,Par 72,"Pickering, ON",(905) 655-9187,6999,,https://www.golfcanada.ca/golf-facility/watsons-glen-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 190 Kimberley,BC V1A 2Y6",Public,Par 72,"Kimberley, BC",(250) 427-5171,6896,https://www.tricklecreek.com,https://www.golfcanada.ca/golf-facility/trickle-creek-golf-resort-en/
45,"https://www.google.com/maps/place/25 South Ridge Road Montreal,QC H9E 1B3",Private,,"Montreal, QC",5146263977,,https://www.rmgc.org,https://www.golfcanada.ca/golf-facility/the-royal-montreal-golf-club-en/
9,"https://www.google.com/maps/place/326 Sunnyside Road, RR #2 Westport,ON K0G 1X0",Public,Par 72,"Westport, ON",(613) 273-2937,5864,,https://www.golfcanada.ca/golf-facility/rideau-lakes-golf-country-club-en/
18,"https://www.google.com/maps/place/PO Box 241 Kimberley,BC V1A 2Y6",Semi-private,Par 71,"Kimberley, BC",(250) 427-5611,6181,https://purcell.golf,https://www.golfcanada.ca/golf-facility/purcell-golf-en/
18,J0L 2K0,Public,Par 72,"Saint-Luc, QC",(450) 658-1791,6956,,https://www.golfcanada.ca/golf-facility/pinegrove-country-club-en/
18,"https://www.google.com/maps/place/1889 chemin des Patriotes Saint-Ours,QC J0G 1P0",Public,Par 71,"Saint-Ours, QC",5147852715,6050,,https://www.golfcanada.ca/golf-facility/patriotes-club-de-golf-les-en/
18,"https://www.google.com/maps/place/424, route du Nord, Brownsburg-Chatham,QC J8G 1L6",Public,Par 70,"Brownsburg-Chatham, QC",(450) 562-1094,6100,https://www.golfoasis.ca,https://www.golfcanada.ca/golf-facility/oasis-golf-et-auberge-en/
18,"https://www.google.com/maps/place/4414 Fourth Line Oakville,ON L6M 4E8",Public,Par 72,"Oakville, ON",—,5828,,https://www.golfcanada.ca/golf-facility/oakville-executive-golf-courses-angels-view-golf-course-en/
9,"https://www.google.com/maps/place/143 Front Street, P.O. Box 45 Niagara-On-The-Lake,ON L0S 1J0",Semi-private,Par 72,"Niagara-On-The-Lake, ON",(905) 468-3424,5860,,https://www.golfcanada.ca/golf-facility/niagara-on-the-lake-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 667 Morris,MB R0G 1K0",Public,Par —,"Morris, MB",(204) 746-2027,5910,,https://www.golfcanada.ca/golf-facility/morris-riverview-golf-country-club-en/
18,"https://www.google.com/maps/place/Box 98 Midland,ON L4R 4K6",Semi-private,Par 71,"Midland, ON",(705) 526-5722,6503,https://www.midlandgolfcc.com,https://www.golfcanada.ca/golf-facility/midland-golf-country-club-en/
9,"https://www.google.com/maps/place/2314 Highway 17E., RR 1 Mattawa,ON P0H 1V0",Public,Par —,"Mattawa, ON",—,—,,https://www.golfcanada.ca/golf-facility/mattawa-golf-and-ski-resort-en/
18,"https://www.google.com/maps/place/571 Metcalfe Street East Strathroy,ON N7G 1R1",Public,Par 70,"Strathroy, ON",519-245-5112,5713,https://www.bearcreekgolf.ca,https://www.golfcanada.ca/golf-facility/willow-tree-golf-en/
18,"https://www.google.com/maps/place/PO Box 277 PO Box 277 Kingston,NS B0P 1R0",Semi-private,Par 72,"Kingston, NS",(902) 765-3211,6385,https://www.paragongolf.ca,https://www.golfcanada.ca/golf-facility/paragon-golf-country-club-en/
18,"https://www.google.com/maps/place/PO Box 464 MacGregor,MB R0H 0R0",Public,Par 70,"MacGregor, MB",(204) 685-3100,5994,,https://www.golfcanada.ca/golf-facility/macgregor-town-country-golf-club-en/
18,"https://www.google.com/maps/place/1922 Highland Heights 1922 Highland Heights London,ON N6C 2T4",Private,Par 71,"London, ON",(519) 681-8223,6582,,https://www.golfcanada.ca/golf-facility/highland-country-club-en/
18,"https://www.google.com/maps/place/1517 Snyder's Road, Box 100 Petersburg,ON N0B 2H0",Semi-private,Par 72,"Petersburg, ON",1-888-833-8787,6942,,https://www.golfcanada.ca/golf-facility/rebel-creek-golf-club-en/
18,"https://www.google.com/maps/place/230 7th Concession Pickering,ON L1Y 1A2",Semi-private,Par 72,"Pickering, ON",(905)2944000,6133,https://www.golfglencedars.com,https://www.golfcanada.ca/golf-facility/pickering-glen-golf-club-en/
18,"https://www.google.com/maps/place/1145 Thornton Road North Oshawa,ON L1H 7K4",Semi-private,Par 61,"Oshawa, ON",1-888-833-8787,3404,,https://www.golfcanada.ca/golf-facility/oshawa-airport-golf-club-en/
36,"https://www.google.com/maps/place/6857 168th St. Surrey,BC V3S 8E7",Public,,"Surrey, BC",(604) 574-0324,,https://www.northviewgolf.com,https://www.golfcanada.ca/golf-facility/northview-golf-country-club-en/
18,"https://www.google.com/maps/place/1500, route 138 Kahnawake,QC J0L 1B0",Public,Par 72,"Kahnawake, QC",—,6688,https://www.mysticpinesgolf.com,https://www.golfcanada.ca/golf-facility/mystic-pines-club-de-golf-en/
18,"https://www.google.com/maps/place/388326 20 Side Road Mono,ON L9W 6W1",Private,Par 70,"Mono, ON",—,6155,https://www.monohillscountryclub.com,https://www.golfcanada.ca/golf-facility/mono-hills-golf-club-en/
18,"https://www.google.com/maps/place/54 Chemin du Parc Memramcook,NB E4K 2A4",Public,Par 72,"Memramcook, NB",(506) 758-9242,5981,https://memramcook.com,https://www.golfcanada.ca/golf-facility/memramcook-valley-golf-club-en/
9,"https://www.google.com/maps/place/PO Box 1050 Houston,BC V0J 1Z0",Public,Par 69,"Houston, BC",(250) 845-2100,5949,,https://www.golfcanada.ca/golf-facility/willow-grove-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 100 Cowessess,SK S0G 5L0",Public,Par 73,"Cowessess, SK",306-696-2507,6402,,https://www.golfcanada.ca/golf-facility/last-oak-golf-country-club-en/
18,—,Public,Par —,—,—,—,,https://www.golfcanada.ca/golf-facility/ridge-meadows-recreational-area-en/
18,L3B 5N8,Public,Par —,—,—,—,,https://www.golfcanada.ca/golf-facility/pelham-hills-golf-country-club-en/
9,"https://www.google.com/maps/place/1120, Route 109 Sud Amos,QC J9T 3A7",Public,Par 72,"Sud Amos, QC",(819) 732-5587,6366,,https://www.golfcanada.ca/golf-facility/oiselet-damos-club-de-golf-l-en/
9,"https://www.google.com/maps/place/1, Ch du Golf 1, Ch du Golf Rouyn-Noranda,QC J9X 5B1",Public,Par 72,"Rouyn-Noranda, QC",(819) 797-3311,6652,https://www.golfnoranda.com,https://www.golfcanada.ca/golf-facility/noranda-club-de-golf-en/
9,"https://www.google.com/maps/place/Box 190 Elkford,BC V0B 1H0",Public,Par 72,"Elkford, BC",2508657413,6325,https://www.mountainmeadowsgolf.com,https://www.golfcanada.ca/golf-facility/mountain-meadows-golf-club-en/
9,"https://www.google.com/maps/place/2155 Country Club Drive Burlington,ON L7M 4A8",Semi-private,Par 68,"Burlington, ON",(905) 332-6924,5500,https://www.millcroftgolfclub.com,https://www.golfcanada.ca/golf-facility/millcroft-golf-club-en/
18,"https://www.google.com/maps/place/Rr#5 Rockwood,ON N0B 2K0",Public,Par 70,"Rockwood, ON",(519) 763-8700,6015,,https://www.golfcanada.ca/golf-facility/wildwinds-golf-links-inc-en/
18,"https://www.google.com/maps/place/19675 Meadow Gardens Way Pitt Meadows,BC V3Y 1Z2",Semi-private,Par 72,"Pitt Meadows, BC",(604) 465-5474,7041,https://www.meadowgardens.com,https://www.golfcanada.ca/golf-facility/meadow-gardens-golf-club-en/
9,"https://www.google.com/maps/place/1355 Kingston Road Scarborough,ON M1N 1R1",Private,Par 70,"Scarborough, ON",(416) 691-3118,5672,,https://www.golfcanada.ca/golf-facility/toronto-hunt-the-en/
9,"https://www.google.com/maps/place/433 McNab Crescent Regina Beach,SK S0G 4C0",Public,Par 72,"Regina Beach, SK",306-729-4654,6706,,https://www.golfcanada.ca/golf-facility/regina-beach-golf-club-en/
18,"https://www.google.com/maps/place/851, 4e rue La Baie La Baie,QC G7B 1A3",Public,Par 72,"La Baie, QC",4185442550,6506,,https://www.golfcanada.ca/golf-facility/port-alfred-club-de-golf-en/
18,"https://www.google.com/maps/place/PO Box 298 Pine Falls,MB R0E 1M0",Public,Par 70,"Pine Falls, MB",(204) 367-8463,5945,,https://www.golfcanada.ca/golf-facility/pine-falls-golf-club-en/
18,T1P 1K5,Public,Par 72,"Strathmore, AB",—,6642,,https://www.golfcanada.ca/golf-facility/oxbow-country-golf-course-en/
18,"https://www.google.com/maps/place/8970 Stanley Ave Niagara Falls,ON L2E 6T8",Public,Par —,"Niagara Falls, ON",—,—,,https://www.golfcanada.ca/golf-facility/oaklands-golf-club-en/
18,"https://www.google.com/maps/place/3601 Nico-Wynd Drive Surrey,BC V4P 1J1",Public,Par 70,"Surrey, BC",6045359511,5906,https://www.nicowynd.bc.ca,https://www.golfcanada.ca/golf-facility/nico-wynd-golf-club-en/
27,"https://www.google.com/maps/place/3434-48 Avenue NE Calgary,AB T3J 0L1",Public,,"NE Calgary, AB",403-269-8005,,,https://www.golfcanada.ca/golf-facility/wingfield-golf-club-en/
18,"https://www.google.com/maps/place/950 Wildstone Drive Cranbrook,BC V1C 0B4",Public,Par 72,"Cranbrook, BC",250-489-1282,7127,https://www.wildstonegolf.com,https://www.golfcanada.ca/golf-facility/wildstone-golf-course-en/
18,"https://www.google.com/maps/place/42 Whitetail Drive Mundare,AB T0B 3H0",Public,Par 72,"Mundare, AB",—,7083,,https://www.golfcanada.ca/golf-facility/whitetail-crossing-golf-course-en/
18,"https://www.google.com/maps/place/PO Box 233 Montmartre,SK S0G 3M0",Public,Par —,"Montmartre, SK",(306) 424-2041,—,,https://www.golfcanada.ca/golf-facility/montmartre-golf-club-en/
9,"https://www.google.com/maps/place/9555 Boulevard du Golf Anjou,QC H1J 2Y2",Public,Par 72,"Anjou, QC",514-353-5353,6908,https://www.golfmetropolitainanjou.com,https://www.golfcanada.ca/golf-facility/metropolitain-danjou-club-de-golf-en/
27,"https://www.google.com/maps/place/569 Hwy 20 West, Box 99 Fenwick,ON L0S 1C0",Semi-private,,"Fenwick, ON",(905) 892-8844,,,https://www.golfcanada.ca/golf-facility/peninsula-lakes-golf-club-en/
18,"https://www.google.com/maps/place/643 Latoria Rd. Victoria,BC V9C 3A3",Public,Par 72,"Victoria, BC",(250) 474-3673,6600,https://www.golfbc.com,https://www.golfcanada.ca/golf-facility/olympic-view-golf-club-en/
9,"https://www.google.com/maps/place/1140 chemin Massawippi North Hatley,QC J0B 2C0",Public,Par 70,"North Hatley, QC",(819) 842-2463,5791,https://www.clubdegolfnorthhatley.com,https://www.golfcanada.ca/golf-facility/north-hatley-golf-club-en/
27,"https://www.google.com/maps/place/1013, Chemin du Golf à La Malbaie Charlevoix,QC G5A 1H1",Semi-private,Par 68,"Charlevoix, QC",(418) 665-2494,5546,https://golfmurraybay.com,https://www.golfcanada.ca/golf-facility/murray-bay-club-de-golf-en/
36,"https://www.google.com/maps/place/3737 Chemin Martin Terrebonne,QC J6X 0B2",Private,,"Terrebonne, QC",4504777280,,https://www.golfmirage.ca,https://www.golfcanada.ca/golf-facility/mirage-club-de-golf-le-en/
27,"https://www.google.com/maps/place/128 Côte Saint-Charles Hudson,QC J0P 1HO",Private,,"Hudson, QC",450-458-5305,,,https://www.golfcanada.ca/golf-facility/whitlock-golf-country-club-en/
18,"https://www.google.com/maps/place/3101 - 50th Street Sylvan Lake,AB T4S 0P7",Public,Par 72,"Sylvan Lake, AB",(403) 887-5100,6505,https://www.meadowlandssylvanlake.com,https://www.golfcanada.ca/golf-facility/meadowlands-golf-club-at-sylvan-lake-en/
18,"https://www.google.com/maps/place/7731 Mission Road Cranbrook,BC V1C 7E5",Semi-private,Par 72,"Cranbrook, BC",(250) 420-2000,6973,https://www.steugene.ca,https://www.golfcanada.ca/golf-facility/st-eugene-golf-resort-en/
18,"https://www.google.com/maps/place/9100 Steveston Hwy Richmond,BC V7A 1M5",Private,Par 72,"Richmond, BC",(604) 277-3141,6748,https://www.richmond-cc.org,https://www.golfcanada.ca/golf-facility/richmond-country-club-en/
18,"https://www.google.com/maps/place/PO Box 1346 Princeton,BC V0X 1W0",Public,Par 72,"Princeton, BC",(250) 295-6123,6506,https://www.princetongolfclub.com,https://www.golfcanada.ca/golf-facility/princeton-golf-club-en/
18,"https://www.google.com/maps/place/R.R. # 1 Vittoria,ON N0E 1W0",Public,Par 66,"Vittoria, ON",(519) 426-0683,4814,,https://www.golfcanada.ca/golf-facility/pine-valley-golf-club-en/
18,"https://www.google.com/maps/place/50 George Hunt Memorial Drive, Parry Sound,ON P2A 2W9",Public,Par 71,"Parry Sound, ON",(705) 342-5262,5829,https://www.parrysoundgolf.com,https://www.golfcanada.ca/golf-facility/parry-sound-golf-country-club-en/
9,"https://www.google.com/maps/place/1154 Sixth Line 1154 Sixth Line Oakville,ON L6H 6M1",Private,Par 70,"Oakville, ON",(905) 845-8321,6248,https://www.oakvillegolfclub.com,https://www.golfcanada.ca/golf-facility/oakville-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 6085 Peace River,AB T8S 1S1",Public,Par 72,"Peace River, AB",(780) 332-4653,6650,https://www.mightypeacegolf.com,https://www.golfcanada.ca/golf-facility/mighty-peace-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 577 Columbia Avenue Kerrobert,SK S0L 1R0",Public,Par —,"Kerrobert, SK",(306) 577-4422,—,,https://www.golfcanada.ca/golf-facility/kerrobert-golf-club-en/
36,"https://www.google.com/maps/place/6400 Steeles Avenue East Markham,ON L3S 3J5",Public,,"Markham, ON",(416) 293-2833,,,https://www.golfcanada.ca/golf-facility/remington-parkview-golf-country-club-en/
18,"https://www.google.com/maps/place/1020 Chemin du Golf L'Assomption,QC J5W 1K3",Public,Par 72,"L'Assomption, QC",(450) 589-5686,6741,,https://www.golfcanada.ca/golf-facility/portage-club-de-golf-le-en/
18,"https://www.google.com/maps/place/3767 Estaire Road Sudbury,ON P3L 1M2",Public,Par —,"Sudbury, ON",705-522-1622,—,,https://www.golfcanada.ca/golf-facility/pine-grove-golf-club-en/
18,"https://www.google.com/maps/place/35 Lauren Road Port Perry,ON L9L 2A7",Public,Par 71,"Port Perry, ON",(905) 985-0883,6350,,https://www.golfcanada.ca/golf-facility/oakridge-golf-club-en/
18,"https://www.google.com/maps/place/804027 Golf Course Road Temiskaming Shores,ON P0J 1P0",Public,Par 72,"Temiskaming Shores, ON",—,6688,,https://www.golfcanada.ca/golf-facility/new-liskeard-golf-club-en/
9,"https://www.google.com/maps/place/Box 426 Winnipegosis,MB R0L 2G0",Public,Par 70,"Winnipegosis, MB",204-656-4302,5722,,https://www.golfcanada.ca/golf-facility/winnipegosis-golf-club-en/
18,"https://www.google.com/maps/place/1316 Dickie Settlement Road Cambridge,ON N3H 4R8",Private,Par 72,"Cambridge, ON",(519) 650-2327,7562,https://www.whistlebear.ca,https://www.golfcanada.ca/golf-facility/whistle-bear-golf-club-en/
18,"https://www.google.com/maps/place/2700 Avenue du Sault Quebec,QC G1C 2L2",Semi-private,Par 71,"Quebec, QC",4186614361,6028,https://www.golflemontmorency.com,https://www.golfcanada.ca/golf-facility/montmorency-club-de-golf-en/
18,"https://www.google.com/maps/place/Site 9, Box 10, RR # 1 New Glasgow,NS B2H 5C4",Public,Par 72,"New Glasgow, NS",(902) 753-4653,6423,,https://www.golfcanada.ca/golf-facility/glen-lovat-golf-club-en/
18,"https://www.google.com/maps/place/38 Holloway Drive Kamloops,BC V1S 0B3",Public,Par 72,"Kamloops, BC",250-434-7373,7367,https://www.tobiano.ca,https://www.golfcanada.ca/golf-facility/tobiano-golf-course-en/
18,L7B 0G7,Semi-private,Par 71,"King, ON",905-841-7378,6600,,https://www.golfcanada.ca/golf-facility/redcrest-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 309 Onanole,MB R0J 1N0",Public,Par 71,"Onanole, MB",—,6355,,https://www.golfcanada.ca/golf-facility/poplar-ridge-golf-club-en/
18,"https://www.google.com/maps/place/201, chemin de la Montagne 201, chemin de la Montagne Piedmont,QC J0K 1K0",Public,Par 72,"Piedmont, QC",—,5909,,https://www.golfcanada.ca/golf-facility/piedmont-club-de-golf-en/
18,"https://www.google.com/maps/place/207 Osprey Cres. P.O. Box 522 207 Osprey Cres. P.O. Box 522 Callander,ON P0H 1H0",Semi-private,Par 71,"Callander, ON",—,6400,,https://www.golfcanada.ca/golf-facility/osprey-links-golf-club-en/
27,"https://www.google.com/maps/place/1505 Hwy #2 Ancaster,ON L0R 1R0",Public,,"Ancaster, ON",—,,https://www.oakgables.com,https://www.golfcanada.ca/golf-facility/oak-gables-golf-club-en/
18,"https://www.google.com/maps/place/55 Montée du Golf, Lac-Beauport, QC G3B 0K5 Lac-Beauport,QC G3B 0K5",Public,Par 70,"Lac-Beauport, QC",(418) 849-4418,5865,,https://www.golfcanada.ca/golf-facility/mont-tourbillon-club-de-golf-en/
